APTB_ID,APTB_TABLE_PREFIX,APTB_TABLE_ID,LICENCE_NO,APTB_DESCRIPTION,APTB_CATEGORY,APTB_TEXT,APTB_ITEM
643932793,LI,2923432,12042445/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643933140,LI,2986562,10552354/4,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643933141,LI,2986563,10552353/4,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643933142,LI,2986564,12107708/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643933255,LI,2990486,9827646/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
643933383,LI,2996840,11154751/5,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
643933595,LI,2957697,1953982/2,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643933597,LI,2957699,1960782/2,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643933603,LI,2957705,10298129/2,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643933604,LI,2957706,10298130/2,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643933605,LI,2957707,10298131/2,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643933611,LI,2957716,10298128/3,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643933615,LI,2957725,11637122/2,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643933807,LI,2999110,1440939/3,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643933808,LI,2999111,1440940/3,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643934284,LI,3010377,12133149/1,,SPCOND,The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.,
