APTB_ID,APTB_TABLE_PREFIX,APTB_TABLE_ID,LICENCE_NO,APTB_DESCRIPTION,APTB_CATEGORY,APTB_TEXT,APTB_ITEM
638383294,TCS,4869939,1923008/2,Frequency band under review,ADVNOTE,This frequency band is currently under review to accommodate changes in technology. This review may lead to a requirement to change frequency or to cease transmission.,BL
638383531,TCS,827240,1569339/1,Cavity filter - transceiver/antenna,SPCOND,An efficient cavity filter must be fitted between the transceiver and the antenna.,06
638383565,TCS,921513,1981299/1,Limits operation to within premises for containment of interference,SPCOND,This licence limits the operation of the service to within the premises at the location specified on the licence. Use of the service outside these boundaries is not permitted.,12
638383566,TCS,921513,1981299/1,No interference / no protection,SPCOND,No interference shall be caused to any Radiocommunication station or service and no protection from interference by such stations or services shall be afforded.,27
638383787,TCS,8220397,1160358/2,,SPCOND,Carrier Frequency : 641.500 MHz,
638383895,TCS,8403922,12842181/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
638383896,TCS,8403922,12842181/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638383929,TCS,737475,1182200/1,Cavity filter - transmitter/antenna,SPCOND,An efficient cavity filter must be fitted between the transmitter and the antenna.,07
638383930,TCS,737475,1182200/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638383931,TCS,737475,1182200/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638383951,TCS,865572,1907899/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638383952,TCS,865572,1907899/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
638383953,TCS,865572,1907899/1,Mutual co-channel interference,ADVNOTE,The paging transmitter authorised by this licence has been licensed on the condition that the licensee accepts any mutual interference that occurs between this and any other paging service licensed to them on the same frequency within 100km.,P0
638384193,TCS,652715,1956109/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638384194,TCS,652715,1956109/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 25 kHz channel separation,SPCOND,The level of power in the adjacent channel must not exceed -22dBm.,44
638384241,TCS,978879,1967756/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638384242,TCS,978879,1967756/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638384251,TCS,1129948,9935706/1,,SPCOND,The service authorised by this licence must not cause interference to licence 1930404/1 receiving on 456.475 MHz at ACMA site 19404.,
638384404,TCS,2679680,10510197/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638384504,TCS,827168,1569307/1,Cavity filter - transceiver/antenna,SPCOND,An efficient cavity filter must be fitted between the transceiver and the antenna.,06
638384527,TCS,896095,1943327/1,Cavity filter - transceiver/antenna,SPCOND,An efficient cavity filter must be fitted between the transceiver and the antenna.,06
638384711,TCS,892314,1936419/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638384712,TCS,892314,1936419/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638384713,TCS,892314,1936419/1,Land Mobile apparatus licences authorising Land Mobile Systems operating in trunking spectrum,ADVNOTE,The availability of additional channels in this trunked land mobile service system is dependent on the licensee demonstrating that loading criteria appropriate to the system have been reached. information about appropriate loading criteria may be obtained from the Australian Communications and Media Authority.,LU
638384714,TCS,892314,1936419/1,Mobile-to-mobile communications (talk-around or intermobile communication),SPCOND,Mobile to mobile communications authorised under this licence must not cause interference to any radiocommunication station or service and no protection from interference to mobile to mobile communications by such stations or services shall be afforded.,LV
638385124,TCS,827188,1569312/1,Cavity filter - transceiver/antenna,SPCOND,An efficient cavity filter must be fitted between the transceiver and the antenna.,06
638385229,TCS,4563381,11128482/1,Communal or CBD sites - limits spurious components,SPCOND,When the transmitter is coupled to an antenna the level of all discrete spurious components caused by the transmitter & measured at the connection to the antenna must not exceed -30 DBM. Broadband noise floor of the transmitter measured at the same point must not exceed -47 DBM in a 16 kHz bandwidth for frequency offsets greater than 300 kHz from the transmit frequency.,13
638385325,TCS,958274,1403152/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
